"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","Spring","Winter","Spawning","SampleID"
"1",-0.65007829009433,0.437553103294573,-0.796111975356649,1.16933787042184,1.0291793149707,0.735813961872973,0.844589578713836,-0.137582836150294,-1.86117828602233,-0.280543090500246,0.149010216022552,-0.866912116900279,-1.03633335907446,-0.402490903208598,-2.31623930889706,-2.02147739797116,-1.73031384298912,0.349412928985275,0.935486260108685,0.0645137398913153,"Spring","17_002_Gm"
"2",2.84540117099854,0.487270510953378,2.73378665813056,3.01685644937077,-0.0153726288731443,1.48848611466002,2.09037387981221,1.84973657100377,-0.731313508510488,1.67754022803753,2.68461512171263,1.88989810350333,0.964588179394495,0.826715939428469,3.603803871543,2.85009298383351,0.337771915276154,0.0492816526733681,0.378918082662092,0.621081917337908,"Winter","17_009_Gm"
"3",-0.437310620465158,-0.0925635707461464,-1.16296104094816,0.574485503965208,-0.179171021379375,-1.01518381362277,0.972623732453452,1.17090284513739,1.09788547949595,0.0188844136168254,-0.104139295432418,-3.94281601698552,-2.19708856093492,0.318405111878379,-0.863524141096015,-1.7993064216149,-0.732597032597738,-0.173421851380995,0.0830439889812721,0.916956011018728,"Winter","17_017_Gm"
"4",4.39862916712309,3.16023107486115,6.3922430319497,-4.04327783715039,1.50372823589678,2.83896101074136,0.223072610809877,0.534120173705435,5.86691240975445,0.38992477542591,2.75668507129674,-0.272293384000666,-0.626929550317201,0.861446462694809,3.71913424717319,2.51361996285104,-0.00936155064350294,-0.26519093189343,0.0377842149162867,0.962215785083713,"Winter","17_025_Gm"
"5",-4.55299121923758,-4.97099514708232,-6.46331517462544,-1.23190193244919,0.15151512894939,-0.32104788074033,1.95285404693929,0.413773718860164,-2.4393935548434,0.871342976847194,1.51497162175028,-0.565608087807441,0.485184079966757,2.71962974538754,-0.243006760943006,0.0946902373975009,1.41725897374297,-0.226656229344069,0.00550114453846091,0.994498855461539,"Winter","17_030_Gm"
"6",-1.77480447573775,-1.42130698526088,-3.64564630444205,-0.410157163268174,2.87621785284415,3.56728818627652,0.772858345862851,-0.421923734754231,0.405027376609631,-0.563522549490053,-1.23418606711312,-0.230194981494267,0.407604284849946,1.93799607108958,-0.226346597236222,-0.338547016231676,1.00058427700583,-0.797148200723683,0.0940947171049817,0.905905282895018,"Winter","17_032_Gm"
"7",2.95230694061592,1.26289422577547,2.02845348687369,1.39060362675575,2.51102353274971,4.36060970293532,0.708465031983308,0.784213445076763,1.19186499704864,-0.141281905146841,-1.21140916164293,1.13963146563327,0.556163424297094,0.839400748378082,2.81958154651588,2.03035743992105,-0.275700016427937,-0.197675992205022,0.800548544132239,0.199451455867761,"Spring","17_033_Gm"
"8",-0.796027325460544,-0.751550812747933,2.66507626844084,2.14461844203689,1.26686051615194,2.38881148540703,1.97471647036203,0.588506879436803,4.13198405853084,-0.0195366140317015,1.34355210337703,2.35530991577951,1.36871430638978,1.17175619752561,2.70809285342022,2.15174649535577,-0.471839719802156,-0.16544171872138,0.868012888736203,0.131987111263797,"Spring","17_153_Gm"
"9",-0.973823753947192,-0.219256949472182,-1.10853140719308,1.88672960128107,1.79140930220541,2.16742004900682,2.54430124630389,1.48323775960594,1.38865515118355,-0.727268727408579,1.05291739114953,-2.25169811977577,-1.98376409112745,1.17962781436129,0.58428414195415,0.595170659268795,0.513408941718503,-0.659481001361399,0.0194988407412957,0.980501159258704,"Winter","17_156_Gm"
"10",1.20205507283416,0.330304075121756,1.2002420932081,0.150759198268605,-0.242060134617683,-0.785323518906128,0.0498506761803072,0.91261910951792,0.992519433185004,0.250584271906207,1.56115885076726,-2.25332749869699,-1.21956353164091,1.11606922632883,1.31080578903561,-0.127993532858176,-0.923085748151233,-0.288847054562781,0.10979372425351,0.89020627574649,"Winter","17_284_Gm"
